Institution,Date of initial application by author,Submitted by,University department,PubMed Central (PMC) ID,PubMed ID,DOI,Affiliated author,Publisher,Journal,ISSN,Type of publication,Article title,Date of publication,Fund that APC is paid from (1),Fund that APC is paid from (2),Fund that APC is paid from (3),Funder of research (1),Funder of research (2),Funder of research (3),Grant ID (1),Grant ID (2),Grant ID (3),Date of APC payment,APC paid (actual currency) including VAT if charged,APC paid (actual currency) excluding VAT,VAT (actual currency),Currency of APC,APC paid () including VAT if charged,APC paid () excluding VAT,VAT (),Additional publication costs (),"Discounts, memberships & pre-payment agreements",Amount of APC charged to COAF grant (include VAT if charged) in ,Amount of APC charged to RCUK OA fund (include VAT if charged) in ,Licence,Correct license applied,Problem-free open access publication,Notes
UCL,28/08/2014,,Health Behaviour Research Centre,,,10.1016/S2213-2600(14)70195-X,Jamie Brown,Elsevier,Lancet Respiratory Medicine,,Journal Article/Review (Hybrid journal),Randomised trial of an internet-based smoking cessation intervention (StopAdvisor) in smokers with higher and lower socioeconomic status,2015,RCUK,,,MRC,,,National Prevention Research Initiative,,,29/01/2015,2975.75,2975.75,,GBP,2975.75,,,,None,,2975.75,CC BY,,,
UCL,01/09/2014,,"Clinical, Educational and Health Psychology",PMC4350649,,10.1186/s12889-015-1541-8,Helena Rubenstein,BioMed Central,BMC Public Health,1471-2458,Journal Article/Review (Full OA journal),Public preferences for vaccination and antiviral medicines under different pandemic flu outbreak scenarios,,Institutional,,,,,,,,,26/02/2015,1351.5,1126.25,225.25,GBP,1351.5,,,,Prepayment,,,CC BY,,,
UCL,01/09/2014,,,PMC4175410,,10.1016/j.cognition.2014.07.010,Ulf Toelch,Elsevier,Cognition,0010-0277,Journal Article/Review (Hybrid journal),Competition strength influences individual preferences in an auction game,2015,COAF,,,Wellcome Trust,,,,091593/Z/10/Z,,03/02/2015,1577.8,1314.83,262.97,EUR,1190.71,,,,None,1190.71,,CC BY,,,
UCL,04/09/2014,,CHIME,,,10.1186/s12913-015-0756-9,Jacqueline  Nicholls,BioMed Central,BMC Health Services Research,1472-6963,Journal Article/Review (Full OA journal),Legal and professional implications of shared care: a case study in oral anticoagulation stroke prevention therapy,,Institutional,,,,,,,,,10/03/2015,1351.5,1126.25,225.25,GBP,1351.5,,,,Prepayment,,,CC BY,,,
UCL,04/09/2014,,"Genetics, Evolution & Environment",PMC4336486,,10.1186/s12917-015-0329-5,Becki Lawson,BioMed Central,BMC Veterinary Research,,Journal Article/Review (Full OA journal),Mortality associated with avian reovirus infection in a free-living magpie (Pica pica) in Great Britain,,Institutional,,,,,,,,,07/02/2015,1351.5,1126.25,225.25,GBP,1351.5,,,,Prepayment,,,CC BY,,,
UCL,09/09/2014,,Institute of Sports Exercise and Health,,,,Richard Weiler,BMJ Publishing Group,British Journal of Sports Medicine,,Journal Article/Review (Hybrid journal),Top tips for social media use in sports and exercise medicine: Doing the right thing in the digital age,,Institutional,,,,,,,,,04/04/2015,1989,1657.5,331.5,GBP,1989,,,,Prepayment,,,,,,
UCL,09/09/2014,,IoA,,,10.5334/joad.af,Anastasia Sakellariadi,Ubiquity Press,Journal of Open Archaeology Data,,Journal Article/Review (Full OA journal),Data from Archaeology for the People? Greek Archaeology and its Public: An Analysis of the Socio-Political and Economic Role of Archaeology in Greece,2015,Institutional,,,,,,,,,22/01/2015,90,90,,GBP,90,,,,Prepayment,,,CC BY,,,
UCL,12/09/2014,,Mental Health Sciences,,,10.1186/s12888-015-0441-x,Brynmor Lloyd-Evans,BioMed Central,BMC Psychiatry,,Journal Article/Review (Full OA journal),Implementation of the Crisis Resolution Team model in adult mental health settings: a systematic review,,Institutional,,,,,,,,,07/04/2015,1351.5,1126.25,225.25,GBP,1351.5,,,,Prepayment,,,,,,
UCL,15/09/2014,,Competr Science,,,10.1186/s13040-014-0034-0,William Langdon,BioMed Central,BioData Mining,,Journal Article/Review (Full OA journal),Performance of Genetic Programming Optimised Bowtie2 on Genome Comparison and Analytic Testing (GCAT) Benchmarks,,Institutional,,,,,,,,,07/01/2015,1193.4,994.5,198.9,GBP,1193.4,,,,Prepayment,,,CC BY,,,
UCL,15/09/2014,,Cell & Developmental Biology,PMC4228048,,10.1016/j.cub.2014.08.067,Stephen Price,Cell Press,Current Biology,0960-9822,Journal Article/Review (Hybrid journal),Central topography of cranial motor nuclei controlled by differential cadherin expression.,2015,Institutional,,,,,,,,,28/01/2015,3652,3652,,EUR,2733.71,,,,None,,,CC BY,,,
UCL,16/09/2014,,IoN,PMC4374468,,10.3389/fnins.2015.00089,Andrew Paul Owens,Frontiers,Frontiers in Neurology,,Journal Article/Review (Full OA journal),Abnormal Cardiovascular Sympathetic and Parasympathetic Responses to Physical and Emotional Stimuli in Depersonalization Disorder,2015,RCUK,,,MRC,,,,,,03/03/2015,864,864,,EUR,820.8,,,,Prepayment,,820.8,CC BY,,,
UCL,17/09/2014,,Physics and Astronomy,,,10.1088/0953-8984/26/46/463102,John Finney,IOP Publishing,Journal of Physics: Condensed Matter,,Journal Article/Review (Hybrid journal),Renaissance of Bernal's random close packing and hypercritical line in the theory of liquids,2015,Institutional,,,,,,,,,29/01/2015,1700,1700,,GBP,1700,,,,None,,,CC BY,,,
UCL,18/09/2014,,Lab for Molecular Cell Biology,,,,Buzz Baum,BioMed Central,BMC Biology,,Journal Article/Review (Full OA journal),An inside-out origin for the eukaryotic cell,,Institutional,,,,,,,,,08/06/2015,1616.7,1347.25,269.45,GBP,1616.7,,,,Prepayment,,,,,,
UCL,18/09/2014,,GEE,,,10.1038/srep06898,Georgina Mace,Nature Publishing Group,Scientific Reports,2045-2322,Journal Article/Review (Full OA journal),Separating sensitivity from exposure in assessing extinction risk from climate change,2015,Institutional,,,,,,,,,21/01/2015,1068,890,178,GBP,1068,,,,None,,,CC BY,,,
UCL,22/09/2014,,Epidemiology & Public Health,PMC4343064,,10.1186/s12939-015-0143-5,Joana Morrison,BioMed Central,International Journal for Equity in Health,1475-9276,Journal Article/Review (Full OA journal),Perceptions and beliefs of public policymakers in a Southern European city,,Institutional,,,,,,,,,16/02/2015,1244.4,1037,207.4,GBP,1244.4,,,,Prepayment,,,CC BY,,,
UCL,23/09/2014,,Epidemiology & Public Health,,,10.1186/s40359-015-0065-4,Benjamin Gardner,BioMed Central,BMC Psychology,,Journal Article/Review (Full OA journal),Do habits always override intentions? Pitting unhealthy snacking habits against snack-avoidance intentions,,Institutional,,,,,,,,,23/03/2015,1351.5,1126.25,225.25,GBP,1351.5,,,,Prepayment,,,CC BY,,,
UCL,23/09/2014,,Epidemiology & Health,PMC4255120,,10.1210/jc.2014-2459,Ruth Hackett,Endocrine Society,Journal of Clinical Endocrinology & Metabolism,0021-972X,Journal Article/Review (Hybrid journal),Association of diurnal patterns of salivary cortisol with type 2 diabetes in the Whitehall II study,2015,RCUK,,,MRC,ESRC,,RES-596-28-0001,,,04/02/2015,3000,3000,,USD,2392.28,,,635.92,None,,2392.28,,,,
UCL,25/09/2014,,Infection & Population Health,,,10.2217/fmb.14.110,Nigel Field,Future Medicine (Future Science Group),Future Microbiology,,Journal Article/Review,"The epidemiology of sexually transmitted infections in the UK: impact of behavior, services and interventions",2015,Institutional,,,,,,,,,22/01/2015,2040,1700,340,GBP,2040,,,,None,,,CC BY,,,
UCL,29/09/2014,,Institute of Neurology,,,10.3389/fnins.2015.00004,Andrew Paul Owens,Frontiers,Frontiers in Neurology,,Journal Article/Review (Full OA journal),Neurovisceral phenotypes in the expression of psychiatric symptoms,2015,Institutional,,,,,,,,,05/01/2015,864,864,,EUR,820.8,,,,Prepayment,,,CC BY,,,
UCL,29/09/2014,,Wellcome Centre for Neuroimaging,PMC4325661,,10.3389/fpsyg.2015.00090,Read Montague,Frontiers,Frontiers in Psychology,1664-1078,Journal Article/Review (Full OA journal),Mindfulness meditation modulates reward prediction errors in the striatum in a passive conditioning task,2015,COAF,,,Wellcome Trust,,,,091188/Z/10/Z,,16/01/2015,,,,EUR,820.8,,,,Prepayment,820.8,,CC BY,,,
UCL,01/10/2014,,Geography,,,10.1080/00045608.2015.1015098,Jason Dittmer,Taylor & Francis,Annals of the Association of American Geographers,1467-8306,Journal Article/Review (Hybrid journal),Everyday diplomacy: UKUSA intelligence cooperation and geopolitical assemblages,2015,RCUK,,,AHRC,,,Fellowship,,,05/02/2015,540,450,90,GBP,540,,,,Prepayment,,540,,,,
UCL,01/10/2014,,The Ear Institute,,,10.1152/jn.00189.2014,Jennifer Linden,American Physiological Society,Journal of Neurophysiology,,Journal Article/Review,Auditory evoked fields measured non-invasively with small-animal MEG reveal rapid repetition suppression in the guinea pig,,RCUK,,,BBSRC,,,BB/H006958/1,,,29/04/2015,2000,2000,,USD,1603.48,,,757.16,None,,1603.48,,,,
UCL,08/10/2014,,Infection and Population Health,,,10.1186/s12879-015-0889-9,Alejandro Arenas-Pinto,BioMed Central,BMC Infectious Diseases,1471-2334,Journal Article/Review (Full OA journal),Systemic inflammation and residual viraemia in HIV-positive adults on protease inhibitor monotherapy: a cross-sectional study,,Institutional,,,,,,,,,20/03/2015,1351.5,1126.25,225.25,GBP,1351.5,,,,Prepayment,,,CC BY,,,
UCL,08/10/2014,,Epidemiology and Public Health,,,10.1186/s40608-015-0042-8,Lee Smith,BioMed Central,BMC Obesity,,Journal Article/Review (Full OA journal),Television viewing time and risk of incident obesity and central obesity: The English Longitudinal Study of Ageing,,COAF,,,British Heart Foundation,,Cancer Research UK,,RE/10/005/28296 for BHF and C1418/A141 for CRUK,,28/02/2015,1351.5,1126.25,225.25,GBP,1351.5,,,,Prepayment,1351.5,,CC BY,,,No PMCID
UCL,08/10/2014,,Experimental Psychology,PMC4335485,,10.3389/fnhum.2015.00096,Benjamin De Haas,Frontiers,Frontiers in Human Neuroscience,,Journal Article/Review (Full OA journal),Comparing different stimulus configurations for population receptive field mapping in human fMRI,2015,COAF,,,Wellcome Trust,,,,"082334, 091593/Z/10/Z",,05/02/2015,1440,1440,,EUR,1368,,,,Prepayment,1368,,CC BY,,,
UCL,08/10/2014,,Clinical Psychology,,,10.1186/2040-2392-6-6,Will Mandy,BioMed Central,Molecular Autism,,Journal Article/Review (Full OA journal),Do women with eating disorders who have social and flexibility difficulties really have autism? A case series,,Institutional,,,,,,,,,13/05/2015,1550.4,1292,258.4,GBP,1550.4,,,,Prepayment,,,CC BY,,,
UCL,08/10/2014,,"Genetics, Evolution & Environment",,,10.1098/rstb.2014.0060,Ben Collen,Royal Society,Philosophical Transactions of the Royal Society B,0962-8436,Journal Article/Review (Hybrid journal),Multiple drivers of decline in the global status of freshwater crayfish (Decapoda: Astacidea),2015,Institutional,,,,,,,,,03/02/2015,1260,1050,210,GBP,1260,,,,Membership,,,CC BY,,,
UCL,09/10/2014,,Epidemiology and Public Health,PMC4397889,,10.1186/s12885-015-1167-3,Lesley McGregor,BioMed Central,BMC Cancer,1471-2407,Journal Article/Review (Full OA journal),The impact of supplementary narrative-based information on colorectal cancer screening beliefs and intention,,COAF,,,Cancer Research UK,,,,C9227/ 8933,,20/03/2015,1351.5,1126.25,225.25,GBP,1351.5,,,,Prepayment,1351.5,,CC BY,,,
UCL,09/10/2014,,School of Pharmacy,,,10.1007/s11095-014-1548-3,Sudax Murdan,Springer,Pharmaceutical Research,0724-8741,Journal Article/Review (Hybrid journal),Human nail plate modifications induced by onychomycosis: implications for topical therapy,2015,RCUK,,,BBSRC,,,,,,07/01/2015,2200,2200,,EUR,2070.73,,,,None,,2070.73,CC BY,,,
UCL,14/10/2014,,Chemistry,,,10.1021/jp503402w,Chi Pang,American Chemical Society,Journal of Physical Chemistry C,1932-7447,Journal Article/Review (Hybrid journal),Subsurface charge repulsion of adsorbed h-adatoms on TiO2(110),,Institutional,,,,,,,,,28/01/2015,4000,4000,,USD,3160.45,,,,None,,,CC BY,,,
UCL,14/10/2014,,Med Phys & Biomedical Eng,,,10.1088/0022-3727/47/45/455401,Charlotte Hagen,IOP Publishing,Journal of Physics D: Applied Physics,,Journal Article/Review (Hybrid journal),The effect of the spatial sampling rate on quantitative phase information extracted from planar and tomographic edge illumination x-ray phase contrast images,2015,RCUK,,,EPSRC,,,EP/L001381/1; EP/I021884/1,,,29/01/2015,1700,1700,,GBP,1700,,,,None,,1700,CC BY,,,
UCL,14/10/2014,,NPP,,,10.1007/s00424-014-1636-6,Patricia Viard,Springer,Pflgers Archiv - European Journal of Physiology,0031-6768,Journal Article/Review (Hybrid journal),Ubiquitin-Specific Protease USP2-45 Acts As A Molecular Switch To Promote ?2?-1-Induced Down Regulation Of Cav1.2 Channels,2015,COAF,,,Wellcome Trust,,,,076623/Z/05/Z,,21/01/2015,2200,2200,,EUR,2028.8,,,,None,2028.8,,CC BY,,,
UCL,15/10/2014,,Chemical Engineering,,,10.1088/0953-8984/27/1/013001,Michail Stamatakis,IOP Publishing,Journal of Physics: Condensed Matter,,Journal Article/Review (Hybrid journal),Kinetic Modelling of Heterogeneous Catalytic Systems,2015,Institutional,,,,,,,,,25/02/2015,1700,1700,,GBP,1700,,,,None,,,CC BY,,,
UCL,16/10/2014,,,,,,Bangti Jin,IOP Publishing,Inverse Problems,0266-5611,Journal Article/Review (Hybrid journal),A tutorial on inverse problems in anomalous diffusion processes,2015,Institutional,,,,,,,,,01/03/2015,1836,1530,306,GBP,1836,,,,None,,,,,,
UCL,16/10/2014,,Medicine,,,10.1097/MD.0000000000000229,Scott Henderson,"Wolters Kluwer (inc Lippincott, Williams and Wilkins)",Medicine,,Journal Article/Review,Prolonged B Cell Depletion with Rituximab is Effective in Treating Refractory Pulmonary Granulomatous Inflammation in Granulomatosis with Polyangiitis (GPA),2015,RCUK,,,MRC,,,12056,,,28/01/2015,1200,1200,,USD,948.13,,,,None,,948.13,CC BY,,,
UCL,20/10/2014,,Structural & Molecular Biology,PMC4342408,,10.1016/j.str.2014.10.007,Matilda Katan,Cell Press,Structure,,Journal Article/Review (Hybrid journal),"Crystal structure of the human, FIC-domain containing protein HYPE and implications for its functions",2015,COAF,,,Cancer Research UK,,,,C5286/A16567,,03/02/2015,3652.3,3652.3,,EUR,2756.26,,,,None,2756.26,,CC BY,,,
UCL,21/10/2014,,SHIELD research programme,PMC4283984,,10.1186/s12877-015-0004-5,Lauren Yates,BioMed Central,BMC Geriatrics,,Journal Article/Review (Full OA journal),Service users involvement in the development of individual Cognitive Stimulation Therapy (iCST) for dementia,,Institutional,,,,,,,,,05/02/2015,1351.5,1126.25,225.25,GBP,1351.5,,,,Prepayment,,,CC BY,,,
UCL,23/10/2014,,Medical School,PMC4346278,,10.1016/j.echo.2014.10.012,Daniel Knight,Elsevier,Journal of the American Society of Echocardiography,,Journal Article/Review (Hybrid journal),Accuracy and reproducibility of right ventricular quantification in patients with pressure and volume overload using single-beat three-dimensional echocardiography,2015,COAF,,,British Heart Foundation,,,,FS/11/72/28955,,14/01/2015,3000,3000,,USD,1986.06,,,,None,1986.06,,CC BY,,,
UCL,23/10/2014,,Philosophy,,,10.1007/s11229-014-0585-0,Victor Verdejo,Springer,Synthese,0039-7857,Journal Article/Review (Hybrid journal),The systematicity challenge to anti-representational dynamicism,2015,Institutional,,,,,,,,,14/01/2015,2200,2200,,EUR,2063.2,,,,None,,,CC BY,,,
UCL,27/10/2014,,Medical School,,,10.1186/s12909-015-0362-x,Leila Mehdizadeh,BioMed Central,BMC Medical Education,,Journal Article/Review (Full OA journal),Are the GMC's Tests of Competence fair to long standing doctors? A retrospective cohort study,,Institutional,,,,,,,,,20/04/2015,1351.5,1126.25,225.25,GBP,1351.5,,,,Prepayment,,,CC BY,,,
UCL,29/10/2014,,Institute of Epidemiology & Health,,,10.1186/s12889-015-1706-5,Emma Noris,BioMed Central,BMC Public Health,1471-2458,Journal Article/Review (Full OA journal),Virtual Field Trips as physically active lessons for children: A pilot study,,Institutional,,,,,,,,,10/04/2015,1351.5,1126.25,225.25,GBP,1351.5,,,,Prepayment,,,CC BY,,,
UCL,30/10/2014,,Mechanical Engineering,,,10.1088/1758-5082/6/4/045010,Mohan Edirisinghe,IOP Publishing,Biofabrication,,Journal Article/Review (Hybrid journal),Novel preparation of controlled porosity particle/ fibre loaded scaffolds using a hybrid micro-fluidic and electrohydrodynamic technique,2015,RCUK,,,EPSRC,,,EP/L024225/1,,,29/01/2015,2040,1700,340,GBP,2040,,,,None,,2040,CC BY,,,
UCL,30/10/2014,,"ICH Pop, Policy & Practice Prog",PMC4334406,,10.1186/s12889-015-1477-z,Kathryn Hesketh,BioMed Central,BMC Public Health,1471-2458,Journal Article/Review (Full OA journal),Assessing care providers' perceptions and beliefs about physical activity in infants and toddlers: baseline findings from the Baby NAP SACC study,,RCUK,COAF,,ESRC,British Heart Foundation,Wellcome Trust,ES/I901922/1,CEDAR grant number: RES-590-28-0002,,07/02/2015,1351.5,1126.25,225.25,GBP,1351.5,,,,Prepayment,675.75,675.75,CC BY,,,
UCL,30/10/2014,,Orthopaedics,,,10.1089/ten.TEA.2013.0762,Gordon Blunn,Mary Ann Liebert,Tissue Engineering Part A,,Journal Article/Review,Mesenchymal stem cells with increased SDF-1 expression enhanced fracture healing,2015,Institutional,,,,,,,,,07/01/2015,3200,3200,,USD,2428.46,,,,None,,,CC BY,,,
UCL,31/10/2014,,"Clinical, Edu & Hlth Psychology",,,10.1111/bjhp.12102,Susan Michie,Wiley,British Journal of Health Psychology,,Journal Article/Review (Hybrid journal),From lists of behaviour change techniques (BCTs) to structured hierarchies: Comparison of two methods of developing a hierarchy of BCTs,2015,RCUK,,,MRC,,,G0901474,,,01/04/2015,1500,1500,,GBP,1500,,,,Prepayment,,,,,,UCL's Wiley credit paid for this paper
UCL,05/11/2014,,"Civil, Environ &Geomatic Eng",,,10.1186/s12891-015-0525-2,Ian McCarthy,BioMed Central,BMC Musculoskeletal Disorders,,Journal Article/Review (Full OA journal),Gait assessment as a functional outcome measure in total knee arthroplasty: a cross-sectional study,,Institutional,,,,,,,,,21/03/2015,1351.5,1126.25,225.25,GBP,1351.5,,,,Prepayment,,,CC BY,,,
UCL,06/11/2014,,Structural and Molecular Biology,,,10.12688/f1000research.5486.1,Andrew Martin,Faculty of 1000,F1000 Research,,Journal Article/Review (Full OA journal),Viewing multiple sequence alignments with the JavaScript Sequence Alignment Viewer (JSAV),2015,RCUK,,,BBSRC,,,BB/K015443/1,,,23/01/2015,336,280,56,GBP,336,,,,None,,336,CC BY,,,
UCL,06/11/2014,,IWH,,,10.1093/nutrit/nuu063,Dimitrios Koutoukidis,Oxford University Press,Nutrition Reviews,,Journal Article/Review (Hybrid journal),"Obesity, diet, physical activity and health-related quality of life in endometrial cancer survivors: a systematic review",2015,Institutional,,,,,,,,,02/02/2015,2250,1875,375,GBP,2250,,,,None,,,CC BY,,,
UCL,06/11/2014,,Epidemiology & Public Health,,,10.3366/soma.2015.0148,Cecilia Vindrola,Edinburgh University Press,Somatechnics,,Journal Article/Review,A Cautionary Tale: The New Medical Tourism Industry in Argentina,,Institutional,,,,,,,,,06/02/2015,1200,1000,200,GBP,1200,,,,None,,,CC BY-NC,,,
UCL,07/11/2014,,Institute of Cardiovascular Science,,,10.1093/eurheartj/EHU444,Sanjay Banypersad,Oxford University Press,European Heart Journal,,Journal Article/Review (Hybrid journal),T1 mapping and survival in systemic AL amyloidosis,2015,COAF,,,British Heart Foundation,,,,,,15/01/2015,2400,2000,400,GBP,2400,,,,None,2400,,CC BY,,,
UCL,07/11/2014,,Mathematics,,,10.1093/imrn/rnu218,Rod Halburd,Oxford University Press,International Mathematics Research Notices,1073-7928,Journal Article/Review (Hybrid journal),All admissible meromorphic solutions of Hayman's equation,2015,RCUK,,,EPSRC,,,,,,16/01/2015,2100,1750,350,GBP,2100,,,,None,,2100,CC BY,,,
UCL,07/11/2014,,GEE,,,10.1093/nar/gku1158,Christophe Dessimoz,Oxford University Press,Nucleic Acids Research,1362-4962,Journal Article/Review (Full OA journal),"The OMA orthology database in 2015: function predictions, better plant support, synteny view, and other improvements",2015,RCUK,,,BBSRC,,,BB/L018241/1,,,15/01/2015,852,710,142,GBP,852,,,,None,,852,CC BY,,,
UCL,12/11/2014,,Mechanical Engineering,,,10.1152/ajpheart.00478.2014,Ben Hanson,American Physiological Society,AJP Heart and Circulatory Physiology,,Journal Article/Review,Measurement Bias in Activation-Recovery Intervals from Unipolar Electrograms,,RCUK,,,EPSRC,,,Doctoral training programme,,,13/05/2015,2000,2000,,USD,1554.91,,,466.48,Prepayment,,1554.91,,,,
